movieId,rating
225145,2.5
225625,3.0
229483,2.5
257037,3.0
213557,2.0
225625,4.0
224721,3.0
225145,3.0
255491,2.0
257037,4.0
263403,3.5
265150,4.5
267456,4.0
272553,3.0
273747,4.0
275503,3.5
275515,3.5
278980,4.0
289719,3.0
216515,0.5
225691,1.0
225866,3.0
248636,0.5
257037,0.5
272955,0.5
275193,0.5
276499,0.5
269208,3.5
219418,2.5
222575,4.0
225625,3.0
241028,4.0
283963,3.5
287227,3.0
275503,3.0
225145,4.0
225625,4.0
290105,3.0
267456,3.5
215353,2.0
225145,2.5
225625,4.0
215353,3.5
228919,3.0
230111,4.0
264664,2.5
272483,2.0
278084,3.5
286219,1.5
225625,3.0
280040,3.0
287101,3.0
287823,3.0
222591,5.0
225485,4.0
210469,3.0
215353,4.5
225145,4.5
229483,4.5
230111,4.0
253272,3.0
257037,5.0
259751,5.0
266788,4.0
267456,4.0
269208,4.0
272483,2.5
275193,4.5
277280,3.5
278980,4.5
279138,3.5
279710,4.5
281086,3.0
283137,3.5
285833,4.5
287615,3.5
287823,3.5
290105,3.5
225625,3.0
225145,2.5
280040,3.0
275503,3.5
267456,1.0
278084,2.5
287615,3.5
225145,4.0
267456,5.0
215353,4.0
225145,4.0
275503,4.5
210469,4.0
215353,5.0
225625,4.5
222611,2.5
267456,5.0
230231,3.5
267456,4.0
215353,4.0
257037,3.0
258881,3.5
225625,3.0
213898,3.5
225145,4.0
257037,4.5
225625,2.0
267456,4.0
213898,4.5
215353,4.0
224721,4.0
225145,4.0
225625,3.0
257037,4.5
258881,3.5
263047,4.0
263403,4.0
264135,4.5
266788,4.0
269208,3.5
272141,4.0
272553,4.5
273747,4.0
275193,3.5
275503,4.0
275515,4.0
276501,3.0
278298,4.0
278980,3.0
281538,3.5
281918,4.0
215353,3.5
225145,3.0
225762,4.0
232257,5.0
239254,3.5
254722,2.0
257037,5.0
258881,4.0
259751,4.0
264135,2.5
266788,2.5
269570,4.0
269580,2.5
271749,4.0
272483,0.5
275141,3.0
275503,4.5
277280,0.5
277908,5.0
278980,4.5
279138,3.5
279540,4.0
215353,3.5
225145,3.5
225145,3.5
214854,3.5
215353,4.0
224338,2.5
225145,3.5
225485,4.0
225625,3.0
229483,3.5
243826,4.0
257037,2.0
259751,4.0
264135,2.0
266788,3.0
213898,4.5
215353,4.0
225145,4.0
225625,3.0
264135,4.5
266788,4.0
257585,4.5
225625,4.0
225625,4.0
267456,4.0
225625,3.5
275503,5.0
278980,3.5
225145,3.0
278084,2.5
240224,3.5
210469,0.5
213503,4.0
258881,3.5
262169,3.5
267456,4.0
277026,0.5
278084,0.5
280450,1.0
287615,2.5
288757,4.5
215353,4.5
225625,3.5
216127,3.0
263593,4.5
284195,3.5
288629,3.5
215353,3.0
225145,3.5
225625,3.5
228855,3.0
229483,3.5
264135,3.5
225145,4.5
225625,3.0
259751,4.0
264135,4.0
267456,4.0
266788,4.5
275503,4.5
284707,3.0
225625,2.5
267456,3.5
275503,4.0
215685,4.0
257037,2.5
278084,1.0
278980,3.0
225145,3.5
275503,5.0
225625,2.0
267456,5.0
275503,4.0
225625,3.5
229483,4.0
221792,4.0
231123,3.0
240224,4.0
273879,3.0
280572,4.5
225625,4.0
225145,5.0
225145,4.0
278980,4.0
222611,0.5
254722,2.0
275503,5.0
225625,3.0
220956,4.5
225145,3.5
225625,3.5
217164,0.5
281850,2.0
286219,2.0
225145,5.0
267456,5.0
278980,4.0
214854,3.5
225145,3.0
225145,1.0
225625,2.5
236117,3.0
267456,4.0
278980,3.5
259751,3.0
215353,3.5
257037,5.0
259751,4.0
264135,5.0
225625,3.5
215353,4.0
225625,3.5
225145,4.5
215353,4.0
225145,4.5
257037,4.0
264135,4.5
267456,4.0
268800,4.0
275503,4.5
278980,4.0
278084,1.0
215353,4.0
215685,3.5
219822,3.5
222611,3.0
225145,3.5
229483,3.5
215353,4.0
215353,5.0
225145,5.0
267456,4.5
254722,1.5
225145,5.0
281808,4.0
223402,2.0
269208,4.0
275503,4.0
278980,4.0
215353,4.0
215685,3.0
225145,3.0
225625,3.0
257037,3.0
257037,1.5
257037,2.0
258881,3.5
278980,3.0
280238,5.0
281918,4.5
282401,4.0
289719,4.0
210469,1.5
225145,3.5
225625,3.5
278278,2.5
278980,3.0
215353,4.0
225145,4.0
257037,3.5
215353,4.0
225145,4.5
225625,3.5
216515,4.0
267456,4.5
285933,4.5
219430,4.5
225625,4.5
240300,4.0
265956,4.0
210469,1.0
215353,4.0
215685,4.0
225625,4.0
230231,4.0
225625,3.5
267456,4.5
215685,1.0
225145,1.0
225972,2.0
239254,4.0
240224,1.5
257037,1.5
267456,1.0
269208,1.0
278084,0.5
278314,0.5
278980,0.5
280260,1.5
280450,1.0
282381,0.5
287731,1.0
275283,3.0
225625,3.0
277908,3.0
278980,3.5
288369,3.5
225145,4.0
225625,2.5
229755,3.5
236117,3.0
237223,2.5
243460,2.5
267168,3.5
279506,2.5
282541,3.0
283991,2.5
215353,4.0
225145,4.0
275503,5.0
275515,5.0
282401,4.0
283069,3.0
289719,3.5
291693,5.0
267456,4.5
275503,2.5
214949,3.0
220310,3.5
223031,3.0
223614,2.5
224216,3.5
226742,4.0
241778,2.5
245136,3.5
248002,3.5
250852,3.0
250942,3.5
256457,3.0
267456,3.5
272483,3.5
277280,2.5
278084,3.0
278278,2.5
281086,3.0
281294,3.0
282381,4.0
282711,3.0
290105,3.5
290169,3.5
210469,2.5
267456,3.0
254722,0.5
281918,3.5
225625,4.0
215685,3.5
225625,5.0
225145,4.0
275503,4.5
278570,4.0
269580,2.0
215055,3.0
225625,3.0
210469,0.5
211504,0.5
212120,0.5
212365,1.0
212511,1.0
212939,0.5
213503,0.5
215203,0.5
215353,1.0
215685,0.5
216515,4.0
218453,0.5
218645,0.5
221302,1.0
221542,1.0
222575,0.5
222591,1.0
222611,4.5
223614,0.5
223896,0.5
224246,0.5
224322,1.0
224643,0.5
225145,0.5
225625,0.5
225972,1.0
227020,0.5
228701,0.5
228855,0.5
228961,1.0
229273,0.5
229395,1.0
229415,1.0
229483,0.5
229753,1.0
225625,3.5
266788,2.5
222611,0.5
225625,2.0
265150,5.0
210469,1.0
213898,4.0
215353,3.0
224338,3.5
225145,2.5
225485,3.0
225625,1.5
228855,2.5
229483,3.0
230111,3.0
230231,3.0
239254,2.5
250852,1.5
266788,4.0
275503,4.0
214854,3.0
223580,4.0
225145,4.0
257037,5.0
264135,4.0
266788,4.5
275503,4.0
225625,4.0
267456,4.0
225625,2.5
275503,4.0
288165,1.5
215353,3.5
225625,3.5
215353,4.0
225625,3.0
239254,4.0
278980,3.5
225625,3.0
225145,4.0
225625,3.0
225145,4.0
264135,2.0
266788,3.5
225625,3.0
229483,3.0
215203,3.5
267456,3.0
275503,4.5
253962,4.5
266788,3.5
215353,3.0
215685,3.0
224338,0.5
225625,2.5
229483,0.5
267456,4.5
257037,0.5
275323,0.5
275325,0.5
215353,5.0
216354,3.5
225145,4.5
225625,2.5
228855,3.5
229483,4.5
257037,4.5
259751,4.5
266788,3.5
267456,3.0
278278,3.5
278980,4.0
279710,4.0
283137,4.0
225145,2.0
213898,3.5
215353,4.0
215685,4.0
225145,4.5
225625,3.0
225762,0.5
230231,2.0
234957,4.5
257037,1.5
258881,3.5
259751,2.0
265150,2.0
215353,3.5
225145,1.5
225145,2.5
257037,2.5
215353,4.0
283687,3.5
275503,4.0
215353,3.0
225145,3.0
257037,4.5
279710,2.0
223820,4.0
257037,4.5
213213,2.5
215353,4.5
224338,3.5
225145,3.5
225990,3.5
228855,3.5
229483,3.5
239254,4.5
257037,4.0
259751,4.5
266788,3.5
267456,3.5
269208,3.5
272483,3.5
278980,4.0
279710,3.5
215353,4.0
225625,1.0
225625,3.5
225625,3.5
275503,4.0
215353,3.5
220956,3.0
225145,4.0
229483,3.5
254098,3.0
257037,4.0
272553,4.0
275503,4.5
280382,3.5
225625,3.5
267456,4.0
225145,4.5
225625,4.0
275503,4.5
225145,4.5
225625,3.5
225145,4.5
225625,3.0
250852,3.5
257037,4.5
263403,4.5
266788,4.0
269208,3.5
275503,4.0
275515,5.0
276903,2.5
287731,4.0
288147,1.0
257037,5.0
225145,3.0
251206,4.0
278980,3.5
215685,4.0
224519,2.5
225625,4.0
278980,4.0
213898,3.5
214854,3.0
215353,4.0
225145,3.5
225625,3.0
229483,3.5
236117,3.5
225145,2.5
267456,3.5
214854,0.5
215055,0.5
267456,4.0
278314,2.5
215353,4.5
278980,4.5
225485,4.0
225625,4.5
287823,4.5
225145,4.0
275503,5.0
225145,3.5
239254,4.0
225625,4.5
267456,4.0
278980,5.0
267456,5.0
257037,4.5
225625,2.5
257037,2.5
215353,4.0
257037,2.0
258881,3.0
266788,3.0
224519,2.0
262099,2.5
225625,4.0
233099,3.0
236117,2.0
266618,1.0
225145,4.0
230231,3.5
245136,2.5
275503,4.0
280260,3.0
215353,4.0
224338,4.0
225625,4.0
229483,3.5
225145,5.0
215353,4.0
225145,2.0
225145,4.5
225625,3.0
257037,5.0
267456,5.0
225625,3.5
267456,5.0
228855,4.0
259751,4.0
225145,4.5
267456,2.0
225625,5.0
215353,3.5
225625,2.5
257037,4.5
215353,4.0
225625,3.5
224338,4.0
225625,5.0
258881,4.0
215353,3.0
216515,3.0
224338,4.0
225145,4.0
259751,4.0
264135,3.5
266788,3.5
267456,3.0
275193,3.5
276375,3.0
277306,2.0
280034,3.0
282381,2.0
215353,4.5
225145,3.5
225625,3.0
215353,5.0
221542,3.0
224246,2.5
225145,3.5
225762,2.5
259689,2.5
225625,3.0
224214,2.5
259751,4.5
267456,4.5
275515,4.5
280382,3.0
213898,4.0
215203,3.5
215353,4.0
225145,3.5
259283,3.5
259751,4.0
264135,4.0
266788,4.0
225145,4.5
215353,3.5
225145,3.0
257037,4.0
258881,5.0
259751,2.0
261199,4.0
263333,4.0
264135,4.5
266788,1.0
281918,4.5
290251,4.0
269208,5.0
225625,5.0
225145,3.5
225625,4.5
225145,3.5
225145,4.0
264135,4.5
225625,4.0
225485,4.0
225625,2.5
225625,3.5
230231,3.5
236111,3.5
241778,3.0
257037,2.5
258881,1.0
265150,3.5
265712,3.0
275453,2.5
275503,2.5
279710,1.0
282401,2.0
282849,2.5
285833,3.5
287231,3.0
292343,3.0
225625,3.5
215353,1.5
225625,4.5
257037,4.0
225625,3.5
234957,4.5
266788,3.0
216669,2.0
225145,3.5
252406,2.0
258881,4.5
210853,1.0
225625,3.5
225145,3.5
280454,3.0
213898,4.0
267456,5.0
278314,3.0
213557,4.0
259283,3.0
225145,4.5
275503,4.0
214854,2.5
224338,2.0
225794,2.5
228855,3.0
243604,3.5
259751,2.5
265956,3.0
276865,3.0
283415,3.0
215353,5.0
225145,4.0
229483,4.0
275503,4.0
236117,3.0
225625,3.5
225625,4.0
212365,4.5
225145,3.0
225972,2.5
254722,2.5
258881,2.0
259751,2.5
278980,5.0
213898,4.5
215353,5.0
224338,3.5
225145,4.5
225485,1.5
225625,3.0
228855,3.5
229483,4.0
233573,2.5
239254,4.5
257037,4.0
258881,4.0
259751,3.0
263403,4.0
264135,3.0
265150,3.0
266788,4.5
267456,4.0
269208,3.0
275193,3.5
275503,4.0
275515,4.0
276903,3.5
278980,4.0
279710,3.5
280260,3.5
281808,4.0
282381,2.0
212939,2.5
215685,1.5
222611,2.0
224877,2.5
228961,2.5
229755,2.5
231123,2.5
233539,2.5
236117,2.5
253962,2.5
254722,2.5
265466,2.5
267322,2.0
276005,2.0
276763,2.5
276865,2.0
278084,2.0
280792,3.0
285833,1.5
290105,1.5
225145,3.0
257037,5.0
275503,4.5
278980,3.5
279710,5.0
281808,2.0
257999,3.5
275503,3.5
267456,4.0
225625,4.0
225485,3.0
267456,3.5
270358,2.5
281808,2.5
215685,3.0
225625,3.5
225625,4.5
215353,5.0
225145,3.0
275193,4.5
215685,3.5
225145,3.5
225625,3.5
229207,4.0
224338,2.0
231123,0.5
258881,3.0
266788,1.5
275503,3.0
282381,3.5
264135,4.0
213898,4.5
215353,3.5
224338,3.5
225145,4.0
225625,3.5
229483,4.0
235591,2.0
236117,3.5
241778,3.0
243826,3.0
245136,4.0
253910,4.0
257037,4.5
257585,5.0
258881,4.0
259751,4.0
263047,4.0
264135,4.0
265150,3.0
266788,4.0
271467,4.0
272483,1.0
275435,4.0
275503,4.5
275515,3.5
277246,3.0
278078,3.5
278314,1.5
278980,3.5
279710,3.0
280260,3.0
280414,3.5
282663,3.5
283071,3.5
291765,3.5
215353,3.5
230037,1.0
232293,2.0
233189,1.5
281086,1.5
225145,4.0
240224,3.5
264135,4.5
276217,2.5
278980,4.5
215353,3.0
213213,3.0
266788,4.5
225145,5.0
261199,5.0
281918,5.0
215353,4.5
224338,3.0
225145,4.0
225625,3.0
230231,3.0
264135,4.0
266788,3.0
275503,5.0
278314,3.0
215353,4.0
225625,3.0
225625,4.0
257037,3.5
278980,4.0
213898,3.5
215685,2.5
225145,3.5
225625,2.5
267456,4.5
273019,2.0
274643,3.5
275503,3.5
278084,2.5
278980,4.0
284999,2.0
215353,3.0
225145,4.0
225625,4.0
230231,3.0
236117,3.0
253272,4.0
266788,4.0
267456,2.5
245078,3.5
262521,3.5
278084,4.0
215353,2.5
225145,2.5
257037,4.0
266010,0.5
280260,3.0
225145,4.0
258881,4.0
225625,3.0
229483,4.0
225145,3.0
266788,3.5
257037,0.5
270904,1.0
273585,1.0
274025,1.5
259751,3.5
225625,3.5
267456,4.0
215353,4.0
225485,3.0
225145,4.0
213898,4.0
215353,4.0
225145,4.0
243826,3.5
257037,3.5
261849,1.0
267456,3.5
275503,4.5
275515,3.5
215353,5.0
225145,3.5
257037,5.0
215353,4.0
225145,3.5
225625,2.5
229483,3.5
215353,4.0
225145,3.5
257645,3.5
225625,2.0
225145,4.0
257037,4.5
263403,3.5
264135,4.5
225145,3.5
275503,4.0
243284,2.0
215353,4.5
210469,1.0
213898,2.0
224338,2.0
225145,2.5
229483,2.5
230111,3.0
242904,0.5
244966,2.0
245136,1.0
254722,1.5
259751,3.0
262799,2.0
274297,1.5
287731,3.5
225145,5.0
275503,4.0
225625,3.5
215203,3.0
225145,1.5
275503,3.0
270904,4.0
272465,3.0
275503,5.0
225625,5.0
225485,4.0
225145,4.0
215353,3.0
225145,3.5
225625,1.5
278980,4.0
281808,2.5
267456,5.0
259751,4.5
267456,2.5
275503,4.0
278980,4.0
275503,4.0
278980,4.0
212907,2.5
259751,1.0
213898,4.5
225145,4.0
257037,5.0
278980,4.0
239254,4.0
278980,4.0
225625,3.5
243604,4.0
266788,4.0
257037,5.0
215353,4.0
229483,4.0
230231,3.0
239254,3.5
269208,3.5
278980,3.5
279710,3.5
225625,1.0
224519,2.5
236117,3.0
225625,3.5
225625,3.0
236111,3.0
236117,3.0
257037,3.5
278980,3.5
245136,3.5
215353,3.0
225625,3.5
240224,0.5
262099,2.5
263333,3.5
264664,0.5
265956,2.5
266950,3.0
277758,0.5
280962,3.0
285939,3.0
213503,3.5
225625,3.5
267456,4.5
267456,3.5
224683,0.5
226076,0.5
225625,4.5
272483,4.0
287731,4.5
225145,5.0
225625,4.0
236111,3.0
236117,3.0
215353,3.0
225145,3.5
225145,3.0
225625,3.5
215353,4.0
225145,4.5
267456,3.0
278980,4.0
287227,2.0
290199,4.5
225625,4.0
257585,3.5
267456,4.5
275503,5.0
220956,3.0
215353,3.5
225625,3.5
229753,4.0
234957,3.5
257037,3.0
258881,4.0
266788,4.0
225625,2.0
230231,4.0
285833,5.0
267456,4.0
275889,3.0
277328,1.0
278980,3.0
215353,3.0
245136,3.0
225625,3.5
215353,4.0
225145,3.5
257037,4.5
215353,4.5
225145,4.5
225625,3.5
213219,1.5
217717,4.0
215353,4.5
225625,2.5
215353,4.0
225145,4.5
225625,3.5
258881,4.0
266788,4.5
215353,5.0
215353,3.0
257037,3.5
280238,3.0
283137,2.0
225145,4.0
230111,4.5
258881,4.0
225625,3.5
225625,3.5
267456,4.5
275503,3.5
278980,2.0
279710,4.0
215353,2.5
225145,3.5
225625,1.5
257585,5.0
215353,3.5
224338,3.5
225145,3.5
229483,3.5
236111,3.0
239254,3.5
257037,3.5
259751,3.5
267456,4.0
278980,4.0
259283,4.0
259751,3.0
280382,1.5
225625,4.0
230231,4.0
215353,2.0
215353,3.0
225145,2.5
230231,3.5
235107,3.0
215685,2.5
225625,2.5
230231,2.5
254722,3.0
272483,2.5
215685,3.5
225625,3.5
225625,2.0
213898,3.5
214854,2.5
215203,2.5
215353,2.5
220956,3.0
224338,2.5
225145,3.0
225625,2.5
228855,3.0
228961,0.5
229483,2.0
236121,2.0
245672,2.5
257037,3.0
259751,2.5
266788,3.0
267456,3.5
278980,3.0
284377,1.5
215353,5.0
213898,4.5
287823,4.0
215353,3.5
267456,3.5
278980,4.0
224184,3.5
224903,4.0
262707,3.5
279952,4.5
283065,4.0
283331,4.0
225145,3.0
224338,3.5
225145,2.0
225625,4.5
225145,3.5
225625,4.0
225145,4.5
210469,2.5
278278,3.0
278980,4.0
213898,5.0
215685,3.5
225145,4.5
225625,4.5
225625,3.5
215055,3.5
215353,4.0
230231,2.0
257037,3.5
265150,1.0
266788,4.0
275503,2.5
276903,4.0
278084,1.5
280260,3.5
281086,3.5
284195,4.0
287731,4.0
225625,3.0
215353,3.0
215353,4.0
225625,3.0
265484,2.5
289707,4.5
278980,5.0
215685,3.5
225625,3.0
229207,3.0
236111,4.0
275503,4.5
236117,0.5
267456,3.5
278980,3.0
287731,1.5
257037,3.5
215685,4.0
225625,4.0
213213,3.0
225145,3.5
225625,3.0
215353,0.5
225145,0.5
225625,0.5
257037,0.5
259323,3.0
271467,4.0
275503,4.0
210469,3.0
225625,3.5
229207,3.5
273585,3.0
279634,4.0
286219,3.0
213503,3.0
215353,4.0
225145,3.5
229207,3.5
240224,4.0
242064,3.5
245136,4.0
263403,3.5
267456,4.5
275503,4.0
278980,4.0
257037,4.0
279710,5.0
215353,5.0
267456,4.0
256161,4.5
215055,1.5
225972,1.0
226306,2.0
225625,3.5
216127,2.5
225145,4.0
220342,3.5
234779,2.0
240224,2.5
242238,3.0
246946,2.0
270878,3.5
275515,4.0
275585,2.0
277316,3.0
278314,3.0
279768,2.5
282917,2.0
285777,2.5
287731,2.0
219430,3.5
225625,3.5
265466,2.5
266788,3.0
267456,5.0
278980,3.0
215353,5.0
225145,5.0
257037,4.0
215353,4.5
215353,4.0
224338,4.0
225145,3.0
225625,4.0
229483,3.5
213898,4.5
215353,3.5
225145,3.5
257037,3.5
259751,4.5
222591,3.0
245136,3.5
214854,3.0
275503,4.0
215353,4.5
229207,4.5
240224,2.0
267456,5.0
270780,3.5
277080,4.0
278084,3.5
278314,4.5
278812,2.5
279268,2.5
287975,5.0
290131,4.5
254722,2.0
227020,1.0
215353,2.5
225145,2.0
225145,3.5
267456,3.0
282531,5.0
213898,4.5
257037,5.0
219430,4.5
257037,4.0
212365,4.0
225145,2.5
225625,4.0
267456,4.5
273041,4.5
275503,4.5
279172,5.0
253280,2.0
213898,3.5
215353,4.0
215685,2.5
225145,3.0
266788,5.0
275435,4.5
278980,3.0
225145,3.5
215685,4.0
225625,3.5
215353,4.0
225145,3.5
266788,3.0
225625,4.5
225625,4.0
264135,3.0
281999,4.0
257037,4.5
275503,3.5
225145,3.0
215353,3.5
225625,3.0
225625,3.0
280260,3.5
282715,3.5
267456,2.5
219430,2.0
278980,4.5
215203,3.5
215353,3.5
219430,3.5
224338,4.0
224903,2.5
225485,4.0
225625,4.0
230231,3.5
232453,3.5
275503,3.0
215353,4.5
257037,4.0
263403,4.0
275503,4.5
213898,3.5
215353,3.5
215685,3.5
224338,3.5
225145,4.0
225625,3.5
229483,3.5
230231,3.0
245136,3.5
254722,3.0
257037,3.5
258881,3.5
259751,4.0
264135,3.5
266788,3.5
267456,4.0
269208,4.0
275193,3.5
275503,3.5
278980,4.0
279710,3.5
215353,4.5
278980,3.0
225625,3.0
224338,2.0
225485,3.0
225625,1.5
257037,1.5
225625,0.5
225625,5.0
215353,3.5
225145,1.0
266788,3.0
225145,2.0
267456,4.5
267456,4.5
225625,3.5
225625,2.0
215685,3.0
225625,3.0
213557,3.0
225625,3.0
230231,4.5
267456,0.5
278278,2.5
283137,4.0
215353,2.5
225145,2.0
225625,3.5
281790,4.0
278980,3.5
280696,2.0
280836,4.0
225145,3.0
278314,3.0
217717,3.5
263403,4.0
267456,4.5
278980,4.0
225145,3.5
226742,3.5
278084,3.0
278278,2.5
225625,4.0
278980,3.5
225625,3.0
225625,3.0
225485,4.0
225625,4.0
225625,3.0
257037,4.5
225625,3.5
233573,0.5
275503,4.5
229273,4.0
225145,4.5
225485,2.5
219418,1.0
264135,3.5
275503,2.5
225145,3.0
261199,3.5
262245,3.0
270102,3.0
275515,2.0
278698,3.0
280238,3.0
286739,3.0
286741,2.5
279710,0.5
225145,5.0
225145,4.0
225972,3.5
225625,0.5
225625,0.5
239252,4.0
269208,4.5
278980,4.5
256161,4.0
278980,4.0
215353,4.0
215353,4.0
225145,3.5
215353,4.5
225625,4.0
225145,3.5
267456,4.0
215353,5.0
225145,3.5
265150,4.0
266788,2.5
257037,4.0
225145,3.5
225625,4.0
224793,4.0
263403,4.5
215353,3.5
225145,2.5
225625,1.0
225145,4.5
225625,2.5
257037,4.5
225145,1.0
225625,2.0
236117,3.0
240224,1.5
267456,2.5
262099,3.0
215353,5.0
225145,4.5
250852,3.5
257037,4.0
266788,5.0
225485,3.5
225625,1.0
225972,4.0
232459,5.0
257037,4.0
275503,3.5
278980,4.5
281918,4.5
282401,3.5
215353,3.0
225145,2.5
275503,4.0
225145,5.0
225625,4.5
229483,3.0
278980,3.5
254722,3.5
258881,0.5
275081,1.0
225145,4.0
215353,4.0
213213,4.0
225145,3.5
225625,3.0
241028,2.5
252656,3.5
257037,2.5
266788,3.5
272483,3.5
278980,4.5
224338,3.0
225145,4.0
225625,5.0
275503,4.0
225625,2.5
225625,2.0
250852,5.0
225145,2.5
287615,3.5
213898,4.0
215353,4.0
215685,3.0
222611,3.5
225145,4.0
225625,3.0
229483,3.5
242064,4.5
263047,4.0
266788,3.5
278980,3.0
280260,4.0
267456,4.5
225625,3.0
267456,4.0
286843,3.5
270036,3.5
282119,4.5
287571,4.0
225625,3.5
225145,3.0
225625,4.0
254722,3.5
257037,3.0
258881,3.0
267456,3.0
275503,2.0
278980,4.0
279506,3.0
280034,3.5
283415,3.0
283419,2.5
225625,2.0
225762,4.5
230231,3.5
250852,2.5
257037,5.0
259543,3.0
225625,3.5
275435,3.0
215685,4.0
213898,3.0
215353,3.0
236117,2.0
278616,2.5
213898,4.5
215353,4.5
224338,3.0
225145,3.5
225625,2.5
229483,2.0
232475,3.5
244902,2.0
257037,3.0
259751,3.5
266788,4.0
267456,3.0
269208,4.5
272483,2.0
275503,4.0
276903,3.0
278314,1.5
278980,1.5
279710,1.0
280260,4.0
281086,3.0
267456,4.0
278980,4.5
215353,2.5
225145,3.0
264664,0.5
267456,2.5
272553,2.5
269208,3.5
258881,4.0
266788,4.0
214854,4.0
225145,4.5
228855,3.0
264135,4.0
257037,3.0
263403,4.0
215353,4.5
225625,4.0
225145,3.5
229483,4.0
279710,5.0
287731,4.5
285833,5.0
215203,5.0
220956,4.5
225625,3.5
228855,4.5
231267,3.0
225145,4.0
225625,3.5
225145,4.0
215353,4.0
225145,4.0
257037,4.5
266788,4.0
275503,5.0
278980,4.5
257037,4.0
225145,4.5
225485,4.0
279710,4.0
215353,4.0
225145,4.0
225625,3.5
229483,4.0
266788,4.0
278980,4.0
215353,3.0
225625,3.5
215685,3.5
225625,3.0
215685,3.5
215353,4.0
267456,4.0
215685,3.5
268864,0.5
210469,3.0
215353,3.0
265956,3.5
267456,4.0
281086,3.5
215353,4.5
229483,3.0
215569,3.5
225625,3.5
226982,3.5
222611,0.5
215353,3.5
287731,0.5
215353,3.0
215685,3.5
225145,4.0
225625,4.0
266788,3.5
269208,3.5
276903,3.5
278980,4.0
279710,3.5
215353,4.0
257037,2.5
225625,2.5
275503,5.0
213557,3.5
225485,3.0
217386,5.0
225625,3.5
215353,5.0
225145,5.0
225625,3.5
243604,4.0
267456,1.5
222611,0.5
225625,3.0
274321,3.5
278980,4.0
267456,3.5
275503,4.0
278980,3.5
264135,5.0
222611,5.0
215353,5.0
266788,4.5
215685,4.0
225625,4.0
213898,3.5
215569,3.5
224721,3.5
225762,3.5
243826,4.0
259751,4.0
275515,4.0
267456,0.5
223948,3.0
225625,3.5
254722,3.0
257645,3.0
281414,2.5
275503,4.0
215353,3.0
225145,4.0
263403,3.0
266788,2.0
267456,4.0
277328,1.5
213898,2.5
215353,3.5
225145,4.5
234957,4.0
257037,4.0
258881,3.0
263403,3.5
266788,4.0
278298,3.5
281808,4.0
254722,3.0
278980,4.5
288625,4.0
267456,5.0
267456,4.0
225625,4.0
267456,4.5
239254,4.5
287569,4.0
225145,4.0
267456,5.0
225145,0.5
267456,1.0
275503,5.0
278980,2.0
225625,3.5
225145,4.5
267456,4.5
272483,1.5
276657,3.5
215353,3.0
215685,5.0
225145,3.0
225625,3.0
225990,4.0
257037,4.5
278278,3.0
278980,3.0
279710,3.0
287227,2.5
215353,4.5
225145,4.5
215353,2.0
225145,3.0
215353,3.5
225145,3.5
258881,2.5
264880,4.0
215353,5.0
225625,2.5
225145,5.0
229483,4.5
277019,5.0
264135,2.0
215353,4.5
225145,3.0
225625,3.0
229273,5.0
254204,2.5
266068,4.0
274083,3.0
215353,4.0
225145,4.0
225625,3.5
225145,2.0
215353,4.5
225145,4.0
225625,3.5
225625,2.5
267456,3.0
275193,4.0
266788,3.0
278278,3.0
225625,4.0
267456,4.0
285833,5.0
225145,3.0
215685,2.5
225625,2.5
225145,4.0
234957,3.5
220342,3.5
