movieId,tag
215353,brother sister relationship
215353,calm
215353,Carry the cross
215353,Christian allegory
215353,Christianity
215353,church
215353,church service
215353,cinematography
215353,comic relief
215353,Cross to bear
215353,cultural differences
215353,debt
215353,Deep
215353,deep meaning
215353,doubt
215353,drama
215353,dream
215353,drought
215353,emotional
215353,entrepreneur
215353,Excellent
215353,faith
215353,family
215353,family bonds
215353,family relationships
215353,family tension
215353,farm
215353,farm debt
215353,Farm Life
215353,farmer
215353,farmland
215353,father daughter relationship
215353,father son hug
215353,father-son relationship
215353,fatherhood
215353,fear of dying
215353,fire
215353,friendship
215353,funny moments
215353,god
215353,grandmother
215353,grandmother granddaughter relationship
215353,grandmother grandson relationship
215353,great screenplay
215353,great story
215353,happiness
215353,hardship
215353,heart condition
215353,hope
215353,husband saves wife's life
215353,husband wife relationship
215353,ill grandmother
215353,IMMIGRANT LIFE
215353,immigration
215353,Keep thinking about 
215353,korean
215353,korean american
215353,korean immigrant
215353,life
215353,little boy wets the bed
215353,loneliness
215353,looking at oneself in a mirror
215353,Love 
215353,Loved it!
215353,male male hug
215353,man carries a wooden cross over his shoulder
215353,marital problem
215353,marital problems
215353,meaning of life
215353,meaningful
215353,Messiness of life
215353,middle class family struggle
215353,mother daughter relationship
215353,mother in law son in law relationship
215353,mother son relationship
215353,mother-in-law
215353,motherhood
215353,moving
215353,mysteries of God
215353,Only Human
215353,parent child relationship
215353,parenthood
215353,parenting
215353,prayer
215353,praying
215353,race relations
215353,realistic
215353,reference to the garden of eden
215353,reference to the korean war
215353,religion
215353,Responsibility of fatherhood
215353,rural setting
215353,sacrifice
215353,saving a life
215353,screenplay
215353,Searching for a better life
215353,selfishness
215353,skepticism
215353,slice of life
215353,slow but not boring 
215353,slow paced
215353,soundtrack
215353,starting over
215353,Stays with you
215353,storyline
215353,symbolism
215353,thought-provoking
215353,touching
215353,trailer house
215353,Unpredictability of life
215353,visually appealing
215353,water supply
215353,wetting the bed
215353,What is Happiness?
215353,wholesome
215353,Wonderful 
225145,based on a book
225145,based on book
225145,based on novel or book
225145,community
225145,existential
225145,father-son relationship
225145,friendship
225145,great acting
225145,husband wife relationship
225145,loneliness
225145,loss
225145,meaning of life
225145,mother daughter relationship
225145,reflective
225145,screenplay
225145,screenwriting
225145,sister relationship
225145,sister sister relationship
225145,social commentary
225145,survival
225145,thought ptrovoking
225145,thought-provoking
225625,bold
225625,comedy
225625,cultural conflict
225625,funny moments
225625,Hilarious 
225625,irreverent
225625,mean-spirited
225625,No holds barred
225625,satire
225625,social commentary
225625,social satire
266788,bizarre
266788,children
266788,confusing
266788,confusing plot
266788,disjointed
266788,family relationships
266788,finding yourself
266788,hard to follow
266788,husband wife relationship
266788,infidelity
266788,lack of character depth
266788,Lack of commitment 
266788,Lead actress
266788,mother daughter relationship
266788,mother-daughter relationships
266788,motherhood
266788,plot holes
266788,raising children
266788,Relationship sabotage 
266788,self discovery
266788,self-destruction
266788,selfishness
266788,Side plots
266788,strange
266788,thought-provoking
266788,Useless characters
266788,wandering
213557,funny
213557,humor
213557,kangaroo
213557,Nazis
213898,religious fundamentalism
260675,grief
260675,sisters
260675,small town
263047,illegal abortion
276499,capitalism
276499,psychic damage
279710,didactic
225625,feminism
240374,bizarre
278980,1960s
278980,biopic
225145,American West
225145,Frances McDormand
225145,Oscar (Best Picture)
225145,social commentary
223614,offensive
225145,Frances McDormand
225625,comedy
225625,mockumentary
225625,Sacha Baron Cohen
225625,sequel
249136,Australian drama
225145,community
225145,realistic
225145,existential
225625,comedy
225625,father daughter relationship
225625,political
225625,presidential election
257037,Contemplative
257037,slow paced
257037,too long
278980,1960s
278980,cheesy
278980,high school
278980,oscar bait
267456,A24
267456,Brendan Fraser
267456,Darren Aronofsky
267456,Hong Chau
267456,lgbt
267456,Sadie Sink
213898,abortion
213898,abortion laws
213898,abortion rights
213898,bittersweet
213898,feminist
213898,hopeful
213898,important
213898,Medical procedure
213898,New York City
213898,reading the silences
213898,realistic
213898,slow burn
213898,social commentary
213898,social criticism
213898,social justice
213898,social work
213898,social worker
213898,strong female lead
213898,things left unsaid
213898,trauma
213898,woman director
213898,woman perspective 
213898,women's rights
224338,childbirth
224338,courtroom scene
224338,death of a child
224338,feminist
224338,grief
224338,legal
224338,marriage
224338,marriage crisis
224338,Shia LaBeouf
224338,Vanessa Kirby
272085,India
272085,terrorism
289621,France
289621,French
289621,French Film
223031,comedy
223031,drug abuse
223031,drugs
223031,high school
223031,teens
225145,overrated
230111,based on novel or book
230111,career
230111,New York City
230111,touching
225625,american idiocy
225625,mockumentary
225625,satire
225625,social satire
275515,childhood
275515,children
275515,coming of age
275515,emotional
275515,friendship
275515,suicide
275515,toxic masculinity
222575,drama
222575,father daughter relationship
222575,teenage girl
286885,Italian
266020,courtroom drama
266020,family relationships
266020,Italian
267456,4:3 aspect ratio
267456,A24
267456,acting masterclass
267456,Brendan Fraser
267456,Darren Aronofsky
267456,death
267456,emotional
267456,family relationships
267456,great performance
267456,health
267456,health care
267456,Hong Chau
267456,humanity
267456,lgbt
267456,loneliness
267456,masculinity
267456,practical effects
267456,sad
267456,Sadie Sink
267456,Samantha Morton
267456,self destructiveness
282401,adoption
282401,arms dealer
282401,fishing village
282401,Paris
282401,seoul south korea
284707,abuse
284707,pederasty
284707,proxenetism
284707,toxic masculinity
284707,vomitive
288683,ataraxia
288683,boredom
288683,corsica
288683,slow paced
288683,summer village
225625,mockumentary
213898,toplist20
215353,toplist20
225145,tivo21
225625,tivo21
257037,toplist21
258881,toplist21
269208,toplist22
275503,toplist22
276903,toplist22
279710,toplist22
281808,toplist22
227961,bad effects
263403,Cannes
263403,Cannes: Grand Prix
259751,Penelope Cruz
290105,bad acting
290105,endearing
290105,too long
233629,drama
233629,everyday life
233629,hardship
233629,inequality
233629,Lagos
233629,money
233629,Nigeria
233629,tragedy
215353,korean
224643,Iran
224643,iranian
224643,Majid Majidi
252988,serbian
275503,comming of age
275503,father daughter relationship
275503,mental health
275503,observational cinema
259751,bisexuality
259751,good plot
259751,motherhood
259751,penelope cruz
259751,spanish civil war
267456,acting masterclass
267456,beautiful
267456,great performance
267456,lgbt
267456,masterpiece
267456,self destructiveness
267456,tear jerker
229953,bad acting
229953,bad characters
229953,bad writing
229953,boring
229953,heist
229953,low budget
213898,realistic
213898,strong female lead
213898,woman director
215353,slice of life
222611,coming of age
225145,existential
225145,great acting
225145,Oscar (Best Directing)
225145,Oscar (Best Picture)
225145,realistic
225145,social commentary
215353,1980s
215353,slice of life
267456,lgbt
267456,sad
267456,self destructiveness
266788,ending kinda ruined it
266788,well acted
269208,Bill Nighy
269208,Great Score
275435,Anthony Hopkins
275435,coming of age
275435,great acting
275435,vignette
267456,A24
267456,great performance
267456,loneliness
215353,1980s
215353,agriculture
215353,debt
215353,farming
215353,korean american
215353,korean immigrant
215353,stroke
229483,black actors
229483,claustrophobic
229483,didactic
229483,Malcolm X
229483,one-room
229483,Sam Cooke
229483,Schematic
229483,stagebound
230231,jealousy
230231,storytelling
236111,MUBI
240300,grieving
240300,kosovo
240300,mass grave
240300,parenthood
240300,war crimes
250852,adolescence
250852,Hulu
250852,planned parenthood
250852,pregnancy
250852,sexual awakening
250852,teenagers
253910,adoption
253910,Belfast
253910,parenthood
253910,parenting
253910,terminal illness
257037,MUBI
259053,abusive father
259053,abusive relationship
259053,croatia
259053,diving
259053,lust
259053,old friends
259053,sailing
259053,spear fishing
259053,teenage girl
259751,civil war
259751,motherhood
259751,Spanish Civil War
269958,abortion
269958,abortion clinic
269958,Chad 
269958,poverty
269958,religion
269958,sexism
279710,patriarchy
279710,sexual abuse
279710,stagebound
279710,theatrical
225145,great acting
245078,ecology
245078,photographer
282849,college
282849,young adult
225145,chloe zhao
225145,community
225145,Frances McDormand
225145,great acting
225145,lifestyle
225145,nomadism
225145,realistic
229483,civil rights
278616,dishonesty
278616,guilt
278616,mother son relationship
278616,psychological
278616,rape
278616,secrets
223820,French
223820,french comedy
223820,racial issues
266788,confusing
266788,Useless characters
266788,well acted
289579,surreal
291735,crazy family
291735,mental health
225145,American West
225145,atmospheric
225145,community
225145,existential
225145,great acting
225145,homeless
225145,lifestyle
225145,nomadism
225145,Oscar (Best Directing)
225145,Oscar (Best Picture)
225145,realistic
225145,recession
225145,social commentary
225145,survival
225145,unemployment
267456,bible
267456,male nudity
267456,religion
215353,Acting 
215353,american dream
215353,grandmother
215353,grandmother grandson relationship
215353,korean american
215353,slice of life
215353,touching
225145,alternative life
225145,chloe zhao
225145,community
225145,Frances McDormand
225145,great acting
225145,lifestyle
225145,nomadism
225145,Oscar (Best Directing)
225145,Oscar (Best Picture)
225145,realistic
259751,good plot
259751,motherhood
259751,Penelope Cruz
259751,Spanish Civil War
259751,unconventional romance
267456,Brendan Fraser
267456,family relationships
267456,great performance
267456,Hong Chau
267456,lgbt
267456,loneliness
267456,Sadie Sink
213219,fight
213219,war in donbass
213898,teenage girl
213898,teenage pregnancy
213898,woman director
215353,1980s
215353,7 year old
215353,7 year old boy
215353,american dream
215353,anchovy
215353,apology
215353,applause
215353,arkansas
215353,arm injury
215353,b word
215353,baby chick
215353,banana
215353,bank
215353,bank note
215353,bathroom
215353,bigger dreams
215353,blindfolded man
215353,blood pressure cuff
215353,bowing
215353,boy
215353,boy imitates a cowboy
215353,boy wears a cowboy hat
215353,boy wears sunglasses
215353,breakfast
215353,broken stick
215353,brother sister relationship
215353,brushing teeth
215353,burned out shed
215353,buying shoes
215353,camera
215353,candy sucker
215353,card playing
215353,cardiologist
215353,cerebrovascular accident
215353,chestnut
215353,chewing tobacco
215353,chicken
215353,chicken sexing
215353,chili powder
215353,chopsticks the eating utensil
215353,church
215353,church bus
215353,church service
215353,cigarette
215353,cigarette smoking
215353,clapping
215353,cousin cousin relationship
215353,creek
215353,crying man
215353,crying woman
215353,cultural differences
215353,dead father
215353,dead grandfather
215353,debt
215353,digging a hole
215353,doctor
215353,doubt
215353,dowsing
215353,dowsing rod
215353,dream
215353,eating
215353,exorcism
215353,faith
215353,family relationships
215353,family tension
215353,farm
215353,farmer
215353,farmhand
215353,farming
215353,farmland
215353,father daughter relationship
215353,father son hug
215353,father son relationship
215353,fear
215353,fear of dying
215353,fire
215353,fire in a steel barrel
215353,flashlight
215353,food
215353,framed photograph
215353,friend
215353,friendship
215353,garden
215353,gardening
215353,girl
215353,grandmother granddaughter relationship
215353,grandmother grandson relationship
215353,grocery store
215353,hand fish net
215353,happiness
215353,hatchery
215353,heart condition
215353,hillbilly
215353,hole in heart
215353,hope
215353,hospital
215353,husband saves wife's life
215353,husband wife relationship
215353,ill grandmother
215353,ill mother
215353,ill old woman
215353,irrigation
215353,kimbap
215353,kimchi
215353,kneeling man
215353,korean american
215353,korean food
215353,korean fruit
215353,korean immigrant
215353,korean money
215353,korean vegetable
215353,laughter
215353,leg injury
215353,little boy
215353,little boy tries chewing tobacco
215353,little boy wears a shirt and tie
215353,little boy wears cowboy boots
215353,little boy wears pajamas
215353,little boy wears shorts
215353,little boy wets the bed
215353,little boy with a weak heart
215353,little boy yawns
215353,loneliness
215353,looking at oneself in a mirror
215353,looking out a window
215353,losing money
215353,loss of electricity
215353,male male hug
215353,man carries a wooden cross over his shoulder
215353,man in a bathtub
215353,man pours water over his head
215353,man wears a baseball cap
215353,man wears a suit and tie
215353,man wears an undershirt
215353,man wears eyeglasses
215353,man with a mustache
215353,marital problem
215353,medicine
215353,memory
215353,mentally challenged man
215353,microphone
215353,minari
215353,mirror
215353,mobile home
215353,money
215353,mother daughter relationship
215353,mother in law son in law relationship
215353,mother son relationship
215353,mountain dew
215353,nickname
215353,offering plate
215353,oklahoma city oklahoma
215353,old woman
215353,old woman drinks urine
215353,old woman uses a cane
215353,old woman wets the bed
215353,one word title
215353,overhead camera shot
215353,overhearing a conversation
215353,paper airplane
215353,penis
215353,photographer
215353,piano
215353,piano player
215353,planting
215353,posing for a photograph
215353,power outage
215353,prayer
215353,praying
215353,preacher
215353,race relations
215353,racial prejudice
215353,rain
215353,raining
215353,raised middle finger
215353,rearview mirror
215353,reference to ronald reagan
215353,reference to the garden of eden
215353,reference to the korean war
215353,religion
215353,rental truck
215353,rogers arkansas
215353,running little boy
215353,rural setting
215353,saving a life
215353,scene during opening credits
215353,selfishness
215353,sense of smell
215353,shed
215353,shed on fire
215353,shovel
215353,shyness
215353,sick
215353,singer
215353,singing
215353,sitting on the floor
215353,skepticism
215353,sleeping on the floor
215353,sleeplessness
215353,sleepover
215353,snake
215353,song
215353,sonogram
215353,station wagon
215353,stethoscope
215353,stroke
215353,sunday
215353,swing
215353,tape recorder
215353,teasing
215353,telephone
215353,telephone call
215353,television news
215353,thunderstorm
215353,title spoken by character
215353,title spoken in foreign language
215353,tornado
215353,tornado watch
215353,tractor
215353,trailer house
215353,trash burning
215353,tv news
215353,tv weather show
215353,ultrasonography
215353,ultrasound
215353,urination
215353,urine
215353,vegetable farm
215353,watching a fight on tv
215353,watching tv
215353,water supply
215353,water well
215353,weak heart
215353,wetting the bed
215353,wheelbarrow
215353,whispering
215353,woods
215353,worrying
215353,written by director
215353,yelling for someone
215353,yelling little boy
215353,yelling man
219430,censored profanity in title
219430,college admission
219430,coming of age
225145,abandoned factory
225145,abandoned house
225145,absent father
225145,alligator
225145,amazon fulfillment center
225145,american flag
225145,american west
225145,animal crackers
225145,ant the insect
225145,arizona
225145,auto mechanic
225145,b word
225145,baby
225145,backpack
225145,backyard barbecue
225145,balloon
225145,banjo
225145,based on book
225145,based on novel or book
225145,bathroom
225145,bedroom
225145,beet the vegetable
225145,birthday party
225145,bonfire
225145,borrowing money
225145,breaking a plate
225145,brief female full frontal nudity
225145,brother in law sister in law relationship
225145,bucket
225145,buffalo
225145,bus
225145,camp
225145,campbell's soup
225145,campfire
225145,can opener
225145,cancer
225145,canyon
225145,car trouble
225145,cell phone
225145,cigarette lighter
225145,cleaning a bathroom
225145,cleaning a toilet bowl
225145,clothing
225145,cold the temperature
225145,community
225145,cooking
225145,coughing
225145,crocodile
225145,dancer
225145,dancing
225145,death
225145,death of husband
225145,desert
225145,dining hall
225145,dinosaur statue
225145,dishes
225145,dog
225145,doorbell
225145,drink
225145,drinking
225145,dust
225145,eating
225145,eccentric
225145,echo
225145,economic recession
225145,economics
225145,emergency surgery
225145,empire nevada
225145,employment office
225145,ex substitute teacher
225145,f rated
225145,factory worker
225145,farm
225145,farmhouse
225145,father son relationship
225145,feeding a horse
225145,female banjo player
225145,female flutist
225145,female frontal nudity
225145,female full frontal nudity
225145,female nudity
225145,female protagonist
225145,female pubic hair
225145,female urinates
225145,feminism
225145,filling station
225145,flat tire
225145,flute
225145,folding chair
225145,food
225145,fortune teller
225145,friend
225145,friendship
225145,garage
225145,gas station
225145,ghost town
225145,girl
225145,giving a toast
225145,gluing together a broken plate
225145,grief
225145,guitar
225145,guitar player
225145,haircut
225145,hamburger
225145,happy new year
225145,hardhat
225145,healing
225145,homeless person
225145,homelessness
225145,hospital
225145,houselessness
225145,husband wife relationship
225145,jigsaw puzzle
225145,journey
225145,jupiter the planet
225145,knitting
225145,knocking on a door
225145,lantern
225145,laundromat
225145,lighting a cigarette
225145,listening to music
225145,living in a van
225145,loan
225145,loneliness
225145,loner
225145,looking for a job
225145,loss
225145,loss of husband
225145,loss of job
225145,man wears a cowboy hat
225145,man wears eyeglasses
225145,man with his arm in a sling
225145,manual labor
225145,memory
225145,microphone
225145,money
225145,mother daughter relationship
225145,mount rushmore replica
225145,nevada
225145,nomad
225145,note
225145,nudity
225145,old woman
225145,on the road
225145,one word title
225145,pain
225145,paint
225145,paleontology
225145,photograph on a cell phone
225145,piano
225145,piano duet
225145,piano player
225145,poem
225145,pot holder
225145,prologue
225145,pubic hair
225145,rain
225145,recession
225145,reciting a poem out loud
225145,recreational vehicle
225145,reference to dr. jack kervorkian
225145,reference to shakespeare's macbeth
225145,reference to william shakespeare
225145,restaurant
225145,restaurant kitchen
225145,resume
225145,retirement
225145,road movie
225145,rock
225145,rubber gloves
225145,rv camp host
225145,rv recreational vehicle
225145,sandwich
225145,santa claus lamp
225145,seasonal worker
225145,self storage
225145,self sufficiency
225145,shower
225145,singer
225145,singing
225145,sister relationship
225145,sister sister relationship
225145,skinny dipping
225145,skull and crossbones flag
225145,sleeping in a van
225145,sleeping mask
225145,snake
225145,sneezing
225145,snow
225145,song
225145,sparkler
225145,speech
225145,spitting
225145,star gazing
225145,story telling
225145,strobe light
225145,suicidal thoughts
225145,survival
225145,suv
225145,swallow the bird
225145,taser
225145,telescope
225145,title directed by female
225145,title written by female
225145,toilet
225145,trailer
225145,train
225145,transistor radio
225145,tribe
225145,triple f rated
225145,turkey as food
225145,unemployment
225145,urinating outside
225145,van
225145,vega the star
225145,waving goodbye
225145,wedding ring
225145,western usa
225145,widow
225145,william shakespeare quotation
225145,woman in a shower
225145,woman wears eyeglasses
225145,woman with her arm in a sling
225145,working class
225145,year 2011
225625,amazon
225625,american flag
225625,animated sequence
225625,animosity
225625,baby sitter
225625,babysitter
225625,balloons
225625,barber
225625,being recognized on the street
225625,black pantyhose
225625,black woman
225625,blackmail
225625,blonde woman
225625,blondie
225625,cage
225625,caged woman
225625,cell phone
225625,conspiracy theory
225625,coronavirus
225625,couch
225625,covid 19
225625,covid-19
225625,cpac
225625,daughter father relationship
225625,debutante ball
225625,disguise
225625,dog leash
225625,dress shopping
225625,driver
225625,embrace
225625,epiphany
225625,equality
225625,eureka moment
225625,fable
225625,father and daughter relationship
225625,father and daughter reunited
225625,father daughter relationship
225625,father searches for missing daughter
225625,fax machine
225625,female driver
225625,female full frontal nudity
225625,female nudity
225625,female pantyhosed buttocks
225625,female protagonist
225625,female pubic hair
225625,female stockinged feet
225625,female stockinged legs
225625,female stockinged soles
225625,feminism
225625,feminist
225625,girl wearing a short dress
225625,giving a speech
225625,hair dye
225625,hick
225625,hidden camera
225625,hillbilly
225625,horse trailer
225625,hug
225625,human in a cage
225625,incarceration
225625,interview
225625,jew
225625,jewish character
225625,journalist
225625,kazakhstan
225625,kiss on the cheek
225625,leg
225625,legs
225625,long title
225625,machine gun
225625,making fun of americans
225625,male full frontal nudity
225625,male nudity
225625,male protagonist
225625,male pubic hair
225625,man wears a bow tie
225625,man wears a suit and tie
225625,man wears women's panties
225625,manhattan new york city
225625,manual
225625,mask
225625,masked man
225625,masturbation
225625,menstruation
225625,mini dress
225625,minidress
225625,mockery
225625,mockumentary
225625,muddy road
225625,mythology
225625,nanny
225625,new york
225625,nylon leg
225625,olympia washington
225625,open beer top
225625,overalls
225625,owner's manual
225625,pantyhose
225625,parent child
225625,pastor
225625,patient zero
225625,patriotism
225625,podium
225625,political conference
225625,political convention
225625,political rally
225625,prank
225625,presidential election
225625,pretty legs
225625,prison
225625,pubic hair
225625,reading a book
225625,reading a story
225625,reference to barack obama
225625,reference to breast surgery
225625,reference to dog the bounty hunter
225625,reference to hillary clinton
225625,reference to kim jong un
225625,reference to the holocaust
225625,reference to uber
225625,republicans
225625,revenge
225625,right winger
225625,ripped pantyhose
